,Driver ID,Driver Onboard Date,Number of Rides,Average Ride Distance in Miles,Average Ride Duration in Minutes,Percentage of Prime Rides:,Total Revenue:,Average Ride Revenue,Week 1 Rides,Week 2 Rides,Week 3 Rides,Week 4 Rides,Week 5 Rides,Week 6 Rides,Week 7 Rides,Week 8 Rides,Week 9 Rides,Week 10 Rides,Week 11 Rides,Week 12 Rides,Week 13 Rides,First Ride Week,Last Ride Week,Number of Days Driven,Total Late Night,Total Morning,Total Day,Total Night,Percent of Rides in Morning,Percent of Rides in Day,Percent of Rides in Night,Percent of Rides in Late Night
230,3e66ede2d283842c643b6b623d0ca168,2016-05-14,24,3.467855353,11.53680556,37.5,297.8294078,12.40955866,0,0,0,0,0,0,3,2,11,7,0,0,1,7,13,8,0,0,7,17,0,0.291666667,0.708333333,0
231,3e8d06b82eb75b584564ce66217b3514,2016-05-07,266,5.025246888,16.675,45.11278195,4339.676934,16.31457494,0,0,0,0,0,2,34,70,62,58,40,0,0,6,11,22,0,104,123,39,0.390977444,0.462406015,0.146616541,0
232,3f2ee0f16084bb99e8423807273c5816,2016-05-04,220,4.363403631,13.34166667,24.09090909,2864.154366,13.01888348,0,0,0,0,0,34,71,31,41,2,14,18,9,6,13,32,4,105,68,43,0.477272727,0.309090909,0.195454545,0.018181818
233,3f62bb3b6a5ccddae37ff2fe3bfb3efd,2016-05-12,311,3.359053103,14.49758842,45.01607717,4098.670584,13.17900509,0,0,0,0,0,0,23,40,32,78,70,37,31,7,13,35,0,110,127,74,0.353697749,0.408360129,0.237942122,0
234,3f79678c849eca6b438bb3d4bb59a5c6,2016-04-01,193,3.113206193,13.14663212,38.86010363,2372.464934,12.29256443,3,13,21,15,15,30,8,8,26,13,10,23,8,1,13,40,12,52,40,89,0.269430052,0.207253886,0.461139896,0.062176166
235,3f82d353964869022a995e87b480a901,2016-04-05,291,4.681674163,14.54925544,27.49140893,4013.03135,13.79048574,0,6,0,17,25,11,0,37,47,49,14,41,44,2,13,43,0,112,163,16,0.384879725,0.560137457,0.054982818,0
236,3fcdb7a637be76b45ad806d4f832c966,2016-04-18,209,2.847935583,14.01610845,28.22966507,2316.710994,11.0847416,0,0,0,41,21,0,0,4,25,54,11,30,23,4,13,28,2,47,114,46,0.224880383,0.545454545,0.220095694,0.009569378
237,40061a1bbba0ff209c889094d24f6032,2016-03-30,449,5.744983979,15.56919079,25.83518931,6779.168647,15.09837115,33,31,30,26,26,35,21,14,34,29,29,80,61,1,13,62,75,144,142,88,0.320712695,0.316258352,0.195991091,0.167037862
238,4008627b85a36afa46e22ecf513fc699,2016-05-09,316,4.604352315,15.56708861,37.97468354,4769.44329,15.09317497,0,0,0,0,0,0,69,46,41,25,38,52,45,7,13,40,0,159,75,82,0.503164557,0.237341772,0.259493671,0
239,400daded5197f955191887cd567338ee,2016-04-15,68,6.09050367,16.23921569,20.58823529,1114.007453,16.38246254,0,0,8,26,15,0,19,0,0,0,0,0,0,3,7,8,0,1,47,20,0.014705882,0.691176471,0.294117647,0
240,402ce9ac2db62fcb5fe29ba1d40566c7,2016-04-08,346,3.696995379,12.46594412,47.97687861,4524.485061,13.07654642,0,17,32,33,33,33,44,31,13,42,23,22,23,2,13,61,32,0,37,277,0,0.106936416,0.800578035,0.092485549
241,4125bef57464803d018cacc1d3f08f74,2016-04-29,234,4.099158768,11.14494302,19.65811966,2812.508168,12.01926567,0,0,0,0,22,43,42,34,0,40,20,0,33,5,13,33,25,22,53,134,0.094017094,0.226495726,0.572649573,0.106837607
242,415fbbda45a4a410e3122e3c992ace42,2016-05-01,479,5.263149019,15.93695198,35.07306889,7343.160397,15.33018872,0,0,0,0,6,71,58,80,43,87,96,10,28,5,13,42,121,54,90,214,0.112734864,0.187891441,0.446764092,0.252609603
243,417055c67f5510da99ac623b02b87847,2016-05-01,39,4.315720443,12.04230769,30.76923077,561.9346769,14.40858146,0,0,0,0,4,35,0,0,0,0,0,0,0,5,6,5,11,12,5,11,0.307692308,0.128205128,0.282051282,0.282051282
244,419eef26d8db5ccac04bf5d87af8059a,2016-04-26,182,3.746631784,12.14899267,40.10989011,2308.999671,12.68681138,0,0,0,0,17,6,12,8,24,47,47,21,0,5,12,29,18,11,43,110,0.06043956,0.236263736,0.604395604,0.098901099
245,42256e33936dfa69088f540a720edc97,2016-04-23,35,4.67313131,15.28904762,45.71428571,516.7424779,14.7640708,0,0,0,1,11,17,6,0,0,0,0,0,0,4,7,5,6,5,3,21,0.142857143,0.085714286,0.6,0.171428571
246,432754fe9722d008cd7328f34852de61,2016-04-01,83,7.064364184,13.95240964,10.84337349,1368.492876,16.48786598,19,31,16,7,8,2,0,0,0,0,0,0,0,1,6,25,27,16,23,17,0.192771084,0.277108434,0.204819277,0.325301205
247,4343b3dc4ad77e98d38808b64003bee0,2016-04-21,219,4.062830033,14.83729072,39.7260274,3012.41238,13.75530767,0,0,0,3,6,19,27,32,59,44,19,10,0,4,12,35,3,18,130,68,0.082191781,0.593607306,0.310502283,0.01369863
248,434adfc83c625f393595207cfff91ef2,2016-05-09,203,3.160096655,11.61650246,48.27586207,2482.095969,12.22707374,0,0,0,0,0,0,17,26,27,29,33,35,36,7,13,37,68,7,4,124,0.034482759,0.019704433,0.610837438,0.334975369
249,440abd26a1c60ce02351bf1823d2d46d,2016-04-13,586,5.048954628,14.91751991,29.5221843,8688.108295,14.82612337,0,0,22,0,57,50,70,55,73,60,68,60,71,3,13,66,171,75,115,225,0.127986348,0.196245734,0.383959044,0.291808874
250,44198b15df35d0827ebef271b6264727,2016-04-15,403,3.428526609,14.28333333,39.95037221,5256.699381,13.04391906,0,0,21,89,40,42,0,35,26,23,65,62,0,3,12,50,93,137,48,125,0.339950372,0.1191067,0.310173697,0.230769231
251,443cf8f9119a8fc409780159c46d2de7,2016-04-10,235,5.16144718,15.2935461,29.36170213,3538.94317,15.05933264,0,1,17,16,10,24,38,26,10,29,20,13,31,2,13,63,54,61,45,75,0.259574468,0.191489362,0.319148936,0.229787234
252,44509b1a5d4f1ad8350076d754ab1cb5,2016-04-06,216,3.949511279,15.74783951,35.64814815,3081.494881,14.26618001,0,13,10,15,17,4,10,22,14,21,26,36,28,2,13,47,0,100,110,6,0.462962963,0.509259259,0.027777778,0
253,446b609957a142e8834dc88cebb7dee0,2016-05-08,177,3.217594411,13.9165725,43.50282486,2193.650046,12.39350309,0,0,0,0,0,2,2,26,9,37,34,31,36,6,13,20,29,0,37,111,0,0.209039548,0.627118644,0.163841808
254,446ffe55730ace4059f02a4806018a08,2016-04-22,56,5.800980526,14.03035714,41.07142857,971.4525299,17.34736661,0,0,0,1,5,4,18,3,3,3,8,2,9,4,13,19,0,41,15,0,0.732142857,0.267857143,0,0
255,44b7669c8f7ec8b8e592f150c7ee7fa2,2016-04-06,335,3.504978123,13.22691542,37.31343284,4241.622242,12.66155893,0,17,14,21,18,18,20,30,20,46,47,49,35,2,13,69,20,66,24,225,0.197014925,0.071641791,0.671641791,0.059701493
256,44e9f61af64c2d25412a0f4532ada63c,2016-04-15,47,3.10357173,10.45283688,21.27659574,498.8536733,10.61390794,0,0,15,21,11,0,0,0,0,0,0,0,0,3,5,10,7,0,6,34,0,0.127659574,0.723404255,0.14893617
257,453f29877d452cbb3e0df4922a816316,2016-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
258,455ec8a8532948fe2c5e308af37216a1,2016-04-15,237,4.234736477,13.80105485,34.17721519,3347.03342,14.12250388,0,0,12,35,26,74,90,0,0,0,0,0,0,3,7,23,1,160,71,5,0.675105485,0.299578059,0.021097046,0.004219409
259,456467f01492ee1aeb7707de5c725f1c,2016-04-21,461,7.916122876,18.66276211,31.45336226,8722.553313,18.92093994,0,0,0,12,43,52,39,34,34,56,82,51,58,4,13,64,69,71,133,188,0.154013015,0.288503254,0.407809111,0.14967462
260,459af73e5a9d360ff51cf284c571f01b,2016-05-03,36,3.500969341,12.45648148,27.77777778,422.5065491,11.73629303,0,0,0,0,0,11,19,6,0,0,0,0,0,6,8,11,4,0,15,17,0,0.416666667,0.472222222,0.111111111
261,45ebd51300bd4bcc529a11a855827db4,2016-04-16,425,3.916572303,13.84815686,28.94117647,5548.371287,13.05499126,0,0,13,47,87,59,82,49,13,0,0,65,10,3,13,38,1,119,115,190,0.28,0.270588235,0.447058824,0.002352941
262,46b9dc30efea1755f8ada69668793bf5,2016-04-12,28,5.409826388,13.61428571,50,457.5958004,16.34270716,0,0,9,0,0,5,14,0,0,0,0,0,0,3,7,7,19,1,2,6,0.035714286,0.071428571,0.214285714,0.678571429
263,46da643aa47256fef0822a2f288e115b,2016-05-06,195,4.394156802,13.43726496,35.38461538,2673.102434,13.70821761,0,0,0,0,0,17,2,9,18,23,24,47,55,6,13,32,98,0,2,95,0,0.01025641,0.487179487,0.502564103
264,46e1da1c7fe0602747beb9fe6bbaf037,2016-04-12,33,3.029060285,11.64393939,33.33333333,363.0448142,11.00135801,0,0,17,5,0,6,0,0,0,0,5,0,0,3,11,11,11,4,7,11,0.121212121,0.212121212,0.333333333,0.333333333
265,46fcd24790c5eae35fa517051024bfe7,2016-04-11,298,4.152671532,12.82522371,32.88590604,3835.565066,12.87102371,0,0,74,8,16,18,56,49,77,0,0,0,0,3,9,24,48,6,59,185,0.020134228,0.197986577,0.620805369,0.161073826
266,4705afcfaac4e4bd293f613e3b01598f,2016-04-26,320,3.968393099,14.73526042,38.75,4271.982897,13.34994655,0,0,0,0,12,28,14,15,48,44,47,55,57,5,13,49,30,43,86,161,0.134375,0.26875,0.503125,0.09375
267,4713aa4cef966a678af02897a0e74043,2016-05-08,223,4.134316042,13.79925262,48.43049327,3101.695271,13.9089474,0,0,0,0,0,7,39,15,13,23,51,32,43,6,13,36,40,25,26,132,0.112107623,0.116591928,0.591928251,0.179372197
268,4742b3f8432af0165e291edc6b8c5e53,2016-04-29,49,5.686359448,15.18401361,30.6122449,766.9752818,15.65255677,0,0,0,0,4,7,3,5,23,6,1,0,0,5,11,15,23,3,1,22,0.06122449,0.020408163,0.448979592,0.469387755
269,479c3dccc06056867dd10c7d9fa0f569,2016-03-28,548,4.142924483,13.79771898,25.91240876,7124.455796,13.00083174,72,57,35,0,0,0,43,66,46,51,46,72,60,1,13,58,26,258,182,82,0.47080292,0.332116788,0.149635036,0.047445255
270,47d53cd40685a32d936cbde7760eb434,2016-04-12,204,4.065830664,15.00465686,51.47058824,2993.518966,14.67411258,0,0,9,1,38,16,22,28,19,12,16,23,20,3,13,34,43,21,18,122,0.102941176,0.088235294,0.598039216,0.210784314
271,4856b892095f3afe8607a5ba0121b7b8,2016-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
272,48e49f85bb962b1f77ed152cc32dcd0a,2016-04-29,410,3.798393948,15.0648374,39.75609756,5479.963477,13.36576458,0,0,0,0,1,59,0,65,36,50,39,100,60,5,13,43,92,30,116,172,0.073170732,0.282926829,0.419512195,0.224390244
273,490a37e876eb5d48f8e56e0d99461b04,2016-04-29,50,5.500702151,15.76866667,32,779.8090713,15.59618143,0,0,0,0,8,5,14,5,1,5,1,9,2,5,13,21,0,11,27,12,0.22,0.54,0.24,0
274,4952bdd8850792b72466848cb4930f10,2016-04-20,227,3.649072986,14.06989721,40.969163,3063.202625,13.49428469,0,0,0,14,33,45,47,52,0,26,10,0,0,4,11,32,46,28,67,86,0.123348018,0.295154185,0.378854626,0.202643172
275,49803452ad1a68e87b448f5129276bc2,2016-04-21,215,4.354811347,15.72147287,31.62790698,2925.891478,13.60879757,0,0,0,12,30,17,18,27,29,21,19,20,22,4,13,49,0,67,98,50,0.311627907,0.455813953,0.23255814,0
276,4a07b94db0ec6615f30ace6efd2a19cb,2016-04-28,228,4.432371645,12.82967836,43.85964912,3197.049585,14.0221473,0,0,0,0,17,2,27,13,26,37,50,33,23,5,13,41,108,1,20,99,0.004385965,0.087719298,0.434210526,0.473684211
277,4aa585f63fbe04dcded4019662cc47f8,2016-04-17,42,3.353785373,14.98769841,23.80952381,529.419022,12.60521481,0,0,0,6,35,0,1,0,0,0,0,0,0,4,7,7,7,4,7,24,0.095238095,0.166666667,0.571428571,0.166666667
278,4af132c905d92d74454ca4934ee2450a,2016-04-14,227,4.641711827,14.05969163,27.31277533,3154.055219,13.89451639,0,0,25,45,45,34,15,46,0,0,0,0,17,3,13,35,77,43,34,73,0.189427313,0.149779736,0.321585903,0.339207048
279,4af6c062ca397fd6b7bd2fb2a91e5964,2016-05-12,53,5.246988628,13.28899371,43.39622642,784.9279472,14.80996127,0,0,0,0,0,0,18,13,13,1,1,7,0,7,12,18,7,5,16,25,0.094339623,0.301886792,0.471698113,0.132075472
280,4b52c260ac5817566e61009e4bd23329,2016-04-28,51,6.467917551,14.19117647,21.56862745,827.8426342,16.23220851,0,0,0,0,2,0,7,12,0,22,4,0,4,5,13,15,0,22,23,6,0.431372549,0.450980392,0.117647059,0
281,4bbf15c7280e29c1df6edd7bf6dfa56a,2016-05-04,60,3.639183351,13.37416667,40,780.1337553,13.00222926,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
282,4bcc817c8aba8c5569e370b238831e77,2016-05-10,27,3.782779138,12.51975309,14.81481481,310.9566729,11.51691381,0,0,0,0,0,0,18,0,0,0,0,9,0,7,12,4,0,10,12,5,0.37037037,0.444444444,0.185185185,0
283,4c17ad0240c5e0342da52b55a3c64a49,2016-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
284,4c50a69869b14c84b1fd77ddeb7b0962,2016-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
285,4c5f4c8887459671e65b68826fe750c3,2016-04-17,188,4.24622331,14.34840426,31.38297872,2555.033779,13.59060521,0,0,9,45,32,4,0,0,1,14,13,38,32,3,13,30,36,31,22,99,0.164893617,0.117021277,0.526595745,0.191489362
286,4d10262d534bd366736dcabc8d37a3bb,2016-04-13,277,4.798525162,14.27484958,30.32490975,4116.425885,14.86074327,0,0,26,19,70,68,70,23,0,0,1,0,0,3,11,34,45,57,31,144,0.205776173,0.111913357,0.519855596,0.162454874
287,4d1e99b879de5fa11e3f5423416f0497,2016-03-31,314,2.872145079,14.72085987,37.89808917,3926.499254,12.5047747,25,70,48,61,68,42,0,0,0,0,0,0,0,1,6,35,38,101,45,130,0.321656051,0.143312102,0.414012739,0.121019108
288,4d40cd073132f01ccef7027f70890b6d,2016-05-04,170,4.233492868,15.53705882,20.58823529,2195.616395,12.91539056,0,0,0,0,0,2,7,16,33,36,22,22,32,6,13,39,0,35,104,31,0.205882353,0.611764706,0.182352941,0
289,4dc7656f389d5cfcd38bf7870c1ce3e6,2016-05-12,228,4.926831725,15.22112573,42.10526316,3724.94455,16.33747609,0,0,0,0,0,0,23,36,48,38,32,28,23,7,13,30,26,3,63,136,0.013157895,0.276315789,0.596491228,0.114035088
290,4dd633c46b8d78842b1e9dfb7f6a60e7,2016-04-10,39,4.919774407,15.71538462,35.8974359,576.4693536,14.78126548,0,2,7,0,0,6,0,7,3,0,1,9,4,2,13,14,4,14,14,7,0.358974359,0.358974359,0.179487179,0.102564103
291,4e1fa948dc5295202fa8b7f8062b0d28,2016-05-14,27,5.545774688,17.60740741,0,378.9005231,14.03335271,0,0,0,0,0,0,0,6,9,2,4,2,4,8,13,14,1,2,14,10,0.074074074,0.518518519,0.37037037,0.037037037
292,4e428667c6bb84323046e5647dfdfff0,2016-04-25,45,5.596704239,14.55037037,15.55555556,636.7651767,14.15033726,0,0,0,0,12,21,12,0,0,0,0,0,0,5,7,12,0,4,24,17,0.088888889,0.533333333,0.377777778,0
293,4e4d07bdf390e67b633e62d3eaabd3dc,2016-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
294,4e83cce03deeca174a87faaa046a4750,2016-04-09,325,3.515164841,13.01928205,31.38461538,3948.270557,12.14852479,0,35,35,38,24,13,23,30,31,26,33,9,28,2,13,32,13,59,122,131,0.181538462,0.375384615,0.403076923,0.04
295,4e9bcae1e2305fe1e6b215cb82833e97,2016-04-11,644,3.675002916,14.45002588,45.1863354,8876.448001,13.78330435,0,0,40,51,53,60,66,63,97,48,54,51,61,3,13,70,5,334,150,155,0.51863354,0.232919255,0.24068323,0.007763975
296,4eb382d1f7d50fae1294964263d1ce82,2016-04-06,831,3.780733069,13.91349779,38.5078219,11087.31734,13.3421388,0,50,61,54,71,69,57,66,70,72,60,86,115,2,13,74,173,184,112,362,0.221419976,0.134777377,0.435619735,0.208182912
297,4f06c1412e8f2c16c96abb053997112f,2016-05-03,35,2.317862336,11.38095238,60,411.0856696,11.74530484,0,0,0,0,0,5,2,10,7,0,5,0,6,6,13,18,0,5,10,20,0.142857143,0.285714286,0.571428571,0
298,4f3187e47f035afbd77a00d4cd536d7f,2016-03-29,320,3.787859076,13.49791667,32.8125,4052.417404,12.66380439,9,3,14,17,36,24,17,36,57,13,28,56,10,1,13,51,71,1,72,176,0.003125,0.225,0.55,0.221875
299,4f67a5d1152cd3f9f889d61779c27153,2016-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
300,4fc9091d4e900a41a207ee32a639d658,2016-04-19,107,3.398200388,13.42040498,30.8411215,1268.686067,11.85687913,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
301,50eadd94fd0152fd0638a915061c4c94,2016-04-13,246,5.834791033,14.03102981,21.54471545,3686.2434,14.98472927,0,0,22,36,45,55,20,0,0,0,9,23,36,3,13,43,103,53,29,61,0.215447154,0.117886179,0.24796748,0.418699187
302,50ec87212107552181f769bdc522b63d,2016-04-11,256,6.980088693,16.50657552,18.75,4244.644883,16.58064407,0,0,6,13,16,28,6,29,18,34,36,34,36,3,13,42,9,140,47,60,0.546875,0.18359375,0.234375,0.03515625
303,512ee3c7f8f9bfa6b7d3d824f5af228d,2016-04-13,219,4.170009737,14.34984779,26.02739726,2821.43572,12.88326813,0,0,3,7,0,9,32,32,21,42,22,27,24,3,13,32,0,30,108,81,0.136986301,0.493150685,0.369863014,0
304,514da6a81ecbe7cd98fc71045c66aae1,2016-04-22,31,3.905989111,13.77741935,16.12903226,372.4790232,12.01545236,0,0,0,9,6,9,0,5,2,0,0,0,0,4,9,9,13,7,5,6,0.225806452,0.161290323,0.193548387,0.419354839
305,5185567c0a5ec03eddbb003364c82b97,2016-05-06,277,5.873116405,15.98784597,35.37906137,4568.847908,16.49403577,0,0,0,0,0,10,55,18,28,0,48,50,68,6,13,36,37,86,33,121,0.310469314,0.119133574,0.436823105,0.133574007
306,51a82cefe6d4e058ed392ea004572896,2016-05-07,417,3.72838394,15.16107114,43.16546763,5681.159091,13.62388271,0,0,0,0,0,8,48,73,25,48,57,99,59,6,13,44,53,59,146,159,0.141486811,0.350119904,0.381294964,0.127098321
307,51b528390e8e7780595f6009b1f4cf72,2016-05-06,240,3.379260546,13.92388889,47.5,3119.605483,12.99835618,0,0,0,0,0,49,52,63,22,54,0,0,0,6,10,14,50,24,84,82,0.1,0.35,0.341666667,0.208333333
308,52b193144c088d3aaf82dee6c4625155,2016-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
309,52bc8ebc7db90d5b77453bf475677ebd,2016-05-08,47,3.228123912,14.65070922,65.95744681,645.5240168,13.73455355,0,0,0,0,0,1,0,40,0,0,6,0,0,6,11,9,0,0,25,22,0,0.531914894,0.468085106,0
310,531a726b5b0c925a1aa24b5a9d5ac333,2016-04-05,576,3.266732316,14.31527778,49.30555556,7815.649779,13.56883642,0,33,57,49,55,47,47,63,41,59,41,31,53,2,13,81,7,210,62,297,0.364583333,0.107638889,0.515625,0.012152778
311,53b03eb76e7c0e268c027a6868b9394c,2016-04-15,147,3.292983839,11.28174603,32.65306122,1684.889676,11.46183453,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
312,53e554eb940176c64fa8ee10a394f835,2016-05-11,236,3.222357391,13.2174435,44.49152542,2895.732168,12.27005156,0,0,0,0,0,0,4,0,7,42,53,67,63,7,13,28,15,0,61,160,0,0.258474576,0.677966102,0.063559322
313,5420c76a41d255a40272c8f3c1f93c6a,2016-04-02,63,7.092437184,15.27777778,6.349206349,999.8369366,15.87042757,12,17,7,3,0,19,1,0,0,2,2,0,0,1,11,24,0,26,25,12,0.412698413,0.396825397,0.19047619,0
314,5479187ed46c2c87abacde90f4d8ed6f,2016-04-07,341,3.270151692,13.09408602,40.46920821,4208.646278,12.3420712,0,17,52,0,51,42,0,0,0,36,33,35,75,2,13,20,9,21,142,169,0.061583578,0.416422287,0.495601173,0.026392962
315,548a85a2fbb4986fd7a632566e8cb9c3,2016-04-02,49,3.402066457,12.76768707,22.44897959,544.832848,11.11903771,19,11,0,0,11,8,0,0,0,0,0,0,0,1,6,6,6,0,15,28,0,0.306122449,0.571428571,0.12244898
316,554a4f92c47ec3280d3ca64f5250b023,2016-05-05,40,4.875259423,15.75,22.5,567.8318079,14.1957952,0,0,0,0,0,10,13,0,0,0,3,0,14,6,13,9,0,14,16,10,0.35,0.4,0.25,0
317,557b608dc1196be486e4928b62098895,2016-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
318,55b69c895ca72127d05a48035328b345,2016-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
319,55bec90600d21bd3513366d218f2b2f2,2016-05-10,650,4.317237549,14.36664103,49.84615385,9711.433769,14.94066734,0,0,0,0,0,0,98,121,106,89,82,103,51,7,13,47,171,78,102,299,0.12,0.156923077,0.46,0.263076923
320,55d70545197fd2c5cc68f14f3d5d6585,2016-04-30,289,4.741796407,11.95588235,29.75778547,3914.077309,13.5435201,0,0,0,0,20,54,48,25,35,17,24,48,18,5,13,54,104,69,36,80,0.238754325,0.124567474,0.276816609,0.359861592
321,55d7b17732745057aff29fcd0ce13014,2016-03-29,37,3.189523051,16.13783784,45.94594595,491.5027761,13.28385881,2,0,4,19,12,0,0,0,0,0,0,0,0,1,5,7,0,5,21,11,0.135135135,0.567567568,0.297297297,0
322,561593fc7dd18e6a78c6ad5e7eef0061,2016-04-14,255,5.9338952,13.86366013,26.66666667,3909.253938,15.3304076,0,0,4,18,23,40,11,33,5,0,17,68,36,3,13,37,82,63,39,71,0.247058824,0.152941176,0.278431373,0.321568627
323,569271b82c506166a23ffcfbf6f854f2,2016-05-11,318,5.368588147,15.14077568,35.22012579,4971.508837,15.63367559,0,0,0,0,0,0,37,51,60,39,28,34,69,7,13,38,101,107,38,72,0.336477987,0.119496855,0.226415094,0.317610063
324,56bda1ed3f3299ff6e8465398a498a5b,2016-05-07,51,8.519836533,17.77058824,7.843137255,904.9648729,17.74440927,0,0,0,0,0,3,3,17,6,6,14,0,2,6,13,19,1,1,37,12,0.019607843,0.725490196,0.235294118,0.019607843
325,5718c878f7879770af94d41951431983,2016-04-19,39,3.737843798,16.01495726,41.02564103,554.1781497,14.20969615,0,0,0,6,4,6,15,0,0,8,0,0,0,4,10,8,0,2,35,2,0.051282051,0.897435897,0.051282051,0
326,5724816548576c2ccfcbd3d9d5072d23,2016-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
327,5785f300b54051f8791ab00c424416a3,2016-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
328,579967d1572ee95c66ffa1ca4077b61a,2016-03-29,36,4.965147894,18.41018519,13.88888889,502.4158306,13.9559953,32,0,0,0,4,0,0,0,0,0,0,0,0,1,5,4,0,9,17,10,0.25,0.472222222,0.277777778,0
329,57c15602f0b088ce6b9e4f88edce149c,2016-04-20,49,4.189573974,13.25102041,34.69387755,686.9629344,14.01965172,0,0,0,4,15,0,15,15,0,0,0,0,0,4,8,12,5,18,8,18,0.367346939,0.163265306,0.367346939,0.102040816
330,57c355d13a3bcfd36b3245d03f3f9d69,2016-05-12,44,6.730723605,13.74810606,11.36363636,673.4999725,15.30681756,0,0,0,0,0,0,18,16,1,0,0,0,9,7,13,8,8,0,12,24,0,0.272727273,0.545454545,0.181818182
331,581129294fc7d1f43a4d1a372515dfaa,2016-04-17,432,3.586583573,13.97515432,34.25925926,5709.323285,13.21602612,0,0,5,43,33,27,59,39,41,29,49,51,56,3,13,54,27,16,188,201,0.037037037,0.435185185,0.465277778,0.0625
332,583740d998ccdf639276e797a6caa9df,2016-04-26,39,3.554140525,11.94017094,7.692307692,417.344696,10.70114605,0,0,0,0,6,5,5,9,8,5,1,0,0,5,11,16,0,9,20,10,0.230769231,0.512820513,0.256410256,0
333,585b09e7ee2164f95b134866f3f412fb,2016-04-28,252,4.365700738,16.56607143,44.84126984,4110.16824,16.31019143,0,0,0,0,31,38,32,10,16,19,13,63,30,5,13,46,39,47,43,123,0.186507937,0.170634921,0.488095238,0.154761905
334,58d8c3038cd500e773aff605e28ce8a7,2016-04-30,50,5.598481365,12.95166667,32,813.1181723,16.26236345,0,0,0,0,6,12,11,15,0,6,0,0,0,5,10,16,3,11,17,19,0.22,0.34,0.38,0.06
335,5943b68c2fa8bcfd0add30691fd9136b,2016-04-04,452,6.544360899,15.87300885,31.63716814,7544.70359,16.6918221,0,20,22,26,33,25,45,44,54,40,62,35,46,2,13,79,114,36,77,225,0.079646018,0.170353982,0.497787611,0.252212389
336,5a22303ccd79309f5324acc7b0e751bf,2016-04-14,48,3.013010509,13.41944444,33.33333333,543.273756,11.31820325,0,0,4,16,19,0,0,0,9,0,0,0,0,3,9,8,2,0,2,44,0,0.041666667,0.916666667,0.041666667
337,5a4306be3d5e1d5481e9237d2d211cb6,2016-04-22,292,3.396542546,14.09828767,50,4035.379581,13.81979309,0,0,0,10,48,45,7,44,44,19,22,41,12,4,13,45,15,105,80,92,0.359589041,0.273972603,0.315068493,0.051369863
338,5a880bc9cddbb3845438de87f859c360,2016-04-19,511,4.477564517,14.29282453,28.76712329,6858.356472,13.42144124,0,0,0,34,32,29,10,24,71,74,70,81,86,4,13,48,33,127,148,203,0.24853229,0.28962818,0.397260274,0.064579256
339,5ae3c8ba3ae2b9230664674dadf8535a,2016-05-05,258,3.864261656,16.88313953,52.71317829,3815.82831,14.79003221,0,0,0,0,0,7,49,54,50,49,49,0,0,6,11,35,4,68,88,98,0.263565891,0.341085271,0.379844961,0.015503876
340,5b33db9198566d3fcc5aa0bdeb435d2a,2016-05-11,281,3.62967034,13.87758007,39.50177936,3604.384635,12.82699158,0,0,0,0,0,0,44,0,60,52,42,38,45,7,13,29,54,7,63,157,0.024911032,0.224199288,0.558718861,0.192170819
341,5bd37993cfff08be940348a466912238,2016-04-13,198,4.135583908,14.87340067,48.98989899,2915.439896,14.72444392,0,0,0,3,19,14,10,9,29,39,38,24,13,4,13,40,22,82,31,63,0.414141414,0.156565657,0.318181818,0.111111111
342,5c00ecb439cd4e2377e9bb3de84b0e74,2016-03-28,50,4.090285459,15.82266667,26,652.8151625,13.05630325,30,0,9,0,0,0,1,0,1,9,0,0,0,1,10,12,1,5,18,26,0.1,0.36,0.52,0.02
